epoch,mean_reward,avg_wait,r_morning,r_off,r_evening,pg_loss,v_loss
239,-1.9814814329147339,0.0,-2.0277777777777777,-1.8888888888888888,0,-0.7604065537452698,501.149658203125
240,-2.075000047683716,0.0,-2.057093425605536,-1.9194444444444445,-2.5422535211267605,-1.0492753982543945,641.5521850585938
241,-1.9361110925674438,0.0,-1.813868613138686,-1.8888888888888888,-2.4244186046511627,0.3966086506843567,648.9359130859375
242,-1.9666666984558105,0.0,-1.8158995815899581,-2.2805555555555554,-0.3333333333333333,-0.4853149354457855,444.1905822753906
243,-1.835185170173645,0.0,-1.7861111111111112,-1.9333333333333333,0,0.13886001706123352,487.77337646484375
244,-2.017592668533325,0.0,-2.0640113798008537,-1.8972222222222221,-2.6470588235294117,-0.6402118802070618,527.0933227539062
245,-2.0638887882232666,0.0,-2.058076225045372,-1.9416666666666667,-2.3431952662721893,0.02925424836575985,819.2935791015625
246,-1.9324073791503906,0.0,-1.7632933104631219,-1.9694444444444446,-2.5547445255474455,-0.17388500273227692,474.71588134765625
247,-1.9175926446914673,0.0,-1.6805555555555556,-2.3916666666666666,0,0.03092298097908497,489.9982604980469
248,-1.8972222805023193,0.0,-1.9208333333333334,-1.85,0,-0.08137433230876923,468.8165588378906
249,-2.043518543243408,0.0,-2.099388379204893,-1.8472222222222223,-2.5606060606060606,-0.608100414276123,584.3800048828125
250,-1.9777777194976807,0.0,-1.943840579710145,-1.8472222222222223,-2.369047619047619,0.5218150019645691,679.2073974609375
251,-1.9064815044403076,0.0,-1.7788161993769471,-2.036111111111111,-2.358974358974359,0.10691306740045547,455.1247863769531
252,-1.914814829826355,0.0,-1.8,-2.1444444444444444,0,-0.2633259892463684,508.4954833984375
253,-1.994444489479065,0.0,-2.0708333333333333,-1.8416666666666666,0,-0.31455913186073303,497.68658447265625
254,-2.0888888835906982,0.0,-2.106086956521739,-1.8666666666666667,-2.5724137931034483,-0.781130313873291,665.8947143554688
255,-1.9231481552124023,0.0,-1.829090909090909,-1.85,-2.3823529411764706,0.21455708146095276,590.3226928710938
256,-1.9370369911193848,0.0,-1.7597222222222222,-2.2916666666666665,0,-0.2568732798099518,498.708984375
257,-1.8888888359069824,0.0,-1.8763888888888889,-1.913888888888889,0,-0.17018847167491913,471.9642028808594
258,-2.040740728378296,0.0,-2.068713450292398,-1.961111111111111,-2.3055555555555554,-0.5909514427185059,615.6421508789062
259,-2.0037035942077637,0.0,-1.9927797833935017,-1.8055555555555556,-2.4698795180722892,0.1956247091293335,790.9684448242188
260,-1.9824074506759644,0.0,-1.8723747980613894,-2.0,-2.594059405940594,-0.5972605347633362,493.9993591308594
261,-1.8481481075286865,0.0,-1.7097222222222221,-2.125,0,0.27313926815986633,476.54443359375
262,-1.9935184717178345,0.0,-2.0652777777777778,-1.85,0,-0.38259077072143555,547.479736328125
263,-2.0527777671813965,0.0,-2.1595394736842106,-1.761111111111111,-2.4107142857142856,-0.8980512619018555,622.2282104492188
264,-1.974074125289917,0.0,-1.848375451263538,-1.8472222222222223,-2.6686746987951806,0.16042885184288025,749.4129638671875
265,-1.9277777671813965,0.0,-1.718432510885341,-2.3,-2.2580645161290325,-0.339229941368103,509.1313171386719
266,-1.8472222089767456,0.0,-1.7916666666666667,-1.9583333333333333,0,0.29208725690841675,500.26123046875
267,-1.9888888597488403,0.0,-2.087078651685393,-1.788888888888889,-2.25,-0.6507459878921509,656.9052124023438
268,-1.9879629611968994,0.0,-1.9533213644524237,-1.8444444444444446,-2.423312883435583,0.6141746640205383,773.552734375
269,-1.960185170173645,0.0,-1.9065108514190316,-1.8527777777777779,-2.5454545454545454,-0.07106815278530121,456.3580627441406
270,-1.8666666746139526,0.0,-1.6666666666666667,-2.2666666666666666,0,0.04853566363453865,502.74560546875
271,-1.9722222089767456,0.0,-2.029166666666667,-1.8583333333333334,0,-0.4906634986400604,489.77252197265625
272,-2.0574073791503906,0.0,-2.0677685950413225,-1.913888888888889,-2.4521739130434783,-0.5480443835258484,645.9131469726562
273,-1.9898147583007812,0.0,-1.947935368043088,-1.8694444444444445,-2.3987730061349692,0.5658948421478271,718.1264038085938
274,-1.9175926446914673,0.0,-1.7675070028011204,-2.227777777777778,-1.1666666666666667,-0.20142841339111328,467.0632629394531
275,-1.8222222328186035,0.0,-1.8125,-1.8416666666666666,0,0.3092610538005829,484.232177734375
276,-1.9861111640930176,0.0,-2.0263543191800877,-1.85,-2.5675675675675675,-0.4768628180027008,595.5911865234375
277,-1.9953703880310059,0.0,-1.9769094138543517,-1.9083333333333334,-2.261146496815287,0.2613299489021301,773.7610473632812
278,-1.9231481552124023,0.0,-1.7484472049689441,-2.125,-2.4473684210526314,-0.07563231140375137,432.6538391113281
279,-1.8333333730697632,0.0,-1.7333333333333334,-2.033333333333333,0,0.29677891731262207,408.4244689941406
280,-1.9064815044403076,0.0,-1.9458333333333333,-1.8277777777777777,0,-0.15693433582782745,449.53753662109375
281,-2.029629707336426,0.0,-2.0410714285714286,-1.8138888888888889,-2.475,-0.1194838210940361,743.3021850585938
282,-1.9101852178573608,0.0,-1.8183391003460208,-1.9472222222222222,-2.1901408450704225,0.03355083242058754,466.434814453125
283,-1.8796296119689941,0.0,-1.6833333333333333,-2.272222222222222,0,-0.21227750182151794,498.35711669921875
284,-1.8574074506759644,0.0,-1.8777777777777778,-1.8166666666666667,0,-0.17456303536891937,450.3823547363281
285,-1.999074101448059,0.0,-2.0196399345335516,-1.8666666666666667,-2.3211009174311927,-0.4917011857032776,601.8886108398438
286,-1.9111111164093018,0.0,-1.8679577464788732,-1.8083333333333333,-2.3157894736842106,0.5974094271659851,647.7626953125
287,-1.8305555582046509,0.0,-1.675,-2.1416666666666666,0,-0.04581531509757042,399.8485107421875
288,-1.9037036895751953,0.0,-1.8805555555555555,-1.95,0,-0.411382257938385,472.51861572265625
289,-1.9888888597488403,0.0,-2.0301204819277108,-1.8416666666666666,-2.4464285714285716,-0.8395088911056519,585.4039306640625
290,-1.9277777671813965,0.0,-1.946808510638298,-1.7277777777777779,-2.3205128205128207,0.2117578685283661,690.1826171875
291,-1.8972222805023193,0.0,-1.75,-2.125,-2.2115384615384617,-0.2159019261598587,469.7753601074219
292,-1.8175926208496094,0.0,-1.738888888888889,-1.975,0,0.31892213225364685,443.0116882324219
293,-1.934259295463562,0.0,-1.9791086350974931,-1.8305555555555555,-4.5,-0.38582494854927063,535.4635620117188
294,-1.9861111640930176,0.0,-1.9663120567375887,-1.8333333333333333,-2.41025641025641,0.322494238615036,755.8502197265625
295,-1.875925898551941,0.0,-1.7838709677419355,-1.8972222222222221,-2.37,0.021858317777514458,411.8523864746094
296,-1.8240740299224854,0.0,-1.648611111111111,-2.175,0,0.09530752897262573,412.283203125
297,-1.9166666269302368,0.0,-1.9694444444444446,-1.8111111111111111,0,-0.41891977190971375,506.6669616699219
298,-2.0611112117767334,0.0,-2.0584070796460177,-1.8833333333333333,-2.4838709677419355,-0.822189450263977,727.9674072265625
299,-1.8722221851348877,0.0,-1.8067978533094813,-1.7833333333333334,-2.298136645962733,-0.04930153861641884,466.1911315917969
300,-1.8722221851348877,0.0,-1.698611111111111,-2.2194444444444446,0,-0.14668798446655273,456.1264953613281
301,-1.8666666746139526,0.0,-1.9152777777777779,-1.7694444444444444,0,-0.23772890865802765,489.6369323730469
302,-1.9777777194976807,0.0,-2.020249221183801,-1.8305555555555555,-2.3076923076923075,-0.39047160744667053,593.2958374023438
303,-1.9166666269302368,0.0,-1.8647686832740213,-1.788888888888889,-2.392405063291139,-0.007211254443973303,758.8464965820312
304,-1.8407407999038696,0.0,-1.718887262079063,-2.033333333333333,-2.2162162162162162,0.22682633996009827,440.18389892578125
305,-1.8333333730697632,0.0,-1.7763888888888888,-1.9472222222222222,0,-0.049376849085092545,477.7628173828125
306,-1.953703761100769,0.0,-2.0293296089385473,-1.8027777777777778,-2.0,-0.40301722288131714,539.505126953125
307,-1.953703761100769,0.0,-1.931095406360424,-1.8166666666666667,-2.357142857142857,0.5908714532852173,732.3778076171875
308,-1.8777778148651123,0.0,-1.7594108019639934,-1.9361111111111111,-2.3486238532110093,-0.0031090949196368456,464.9393615722656
309,-1.8425925970077515,0.0,-1.7083333333333333,-2.111111111111111,0,-0.02368931658565998,438.9517822265625
310,-1.939814805984497,0.0,-1.9597222222222221,-1.9,0,-0.3705805540084839,477.449951171875
311,-1.9787037372589111,0.0,-2.0102389078498293,-1.775,-2.388059701492537,-0.4996129274368286,572.0064086914062
312,-1.9472222328186035,0.0,-1.8602150537634408,-1.8666666666666667,-2.425925925925926,-0.040469732135534286,745.1046142578125
313,-1.913888931274414,0.0,-1.7347222222222223,-2.272222222222222,0,-0.20599840581417084,467.0732116699219
314,-1.7861111164093018,0.0,-1.7152777777777777,-1.9277777777777778,0,0.14677375555038452,380.3351135253906
315,-1.9768518209457397,0.0,-2.004497751124438,-1.863888888888889,-2.3962264150943398,-0.4534406065940857,559.3023071289062
316,-1.940740704536438,0.0,-1.9501779359430604,-1.7527777777777778,-2.3354430379746836,0.23759183287620544,752.4071044921875
317,-1.8990740776062012,0.0,-1.7708978328173375,-2.075,-2.1621621621621623,-0.16448965668678284,460.50787353515625
318,-1.7833333015441895,0.0,-1.6958333333333333,-1.9583333333333333,0,0.15905170142650604,460.2305908203125
319,-1.9444444179534912,0.0,-2.048611111111111,-1.7361111111111112,0,-0.16331712901592255,530.6006469726562
320,-1.9675925970077515,0.0,-1.9810671256454389,-1.7638888888888888,-2.4388489208633093,-0.2993715703487396,545.948974609375
321,-1.8259259462356567,0.0,-1.7949183303085299,-1.7027777777777777,-2.1893491124260356,0.32976433634757996,594.217041015625
322,-1.8824074268341064,0.0,-1.700557103064067,-2.2555555555555555,0.0,-0.14249996840953827,442.3607177734375
323,-1.8453704118728638,0.0,-1.8111111111111111,-1.913888888888889,0,0.02072238177061081,451.037109375
324,-1.9638888835906982,0.0,-2.037142857142857,-1.8027777777777778,-2.3,-0.39507976174354553,541.704833984375
325,-1.9787037372589111,0.0,-1.9801801801801802,-1.8472222222222223,-2.2606060606060607,0.3916064202785492,760.9029541015625
326,-1.834259271621704,0.0,-1.7420965058236273,-1.8944444444444444,-2.1176470588235294,0.05921201407909393,446.9574279785156
327,-1.8203703165054321,0.0,-1.636111111111111,-2.188888888888889,0,0.20317018032073975,500.85516357421875
328,-1.8509259223937988,0.0,-1.8611111111111112,-1.8305555555555555,0,-0.08482641726732254,452.7105407714844
329,-1.9953703880310059,0.0,-2.028985507246377,-1.8194444444444444,-2.4242424242424243,-0.5610670447349548,567.4368896484375
330,-1.899999976158142,0.0,-1.864963503649635,-1.738888888888889,-2.3488372093023258,0.23154152929782867,705.8241577148438
331,-1.8990740776062012,0.0,-1.791728212703102,-2.047222222222222,-2.3488372093023258,-0.254879891872406,434.1161193847656
332,-1.8259259462356567,0.0,-1.7444444444444445,-1.988888888888889,0,-0.10549485683441162,414.1860656738281
333,-1.899999976158142,0.0,-1.9472222222222222,-1.8055555555555556,0,-0.2764568030834198,480.133056640625
334,-1.9620370864868164,0.0,-1.944043321299639,-1.75,-2.4819277108433737,0.21118880808353424,706.8589477539062
335,-1.895370364189148,0.0,-1.800693240901213,-1.8972222222222221,-2.272727272727273,-0.3248523771762848,450.6356506347656
336,-1.8416666984558105,0.0,-1.6208333333333333,-2.283333333333333,0,-0.2023969441652298,473.1204833984375
337,-1.8129630088806152,0.0,-1.8,-1.8388888888888888,0,0.012897481210529804,431.1482238769531
338,-1.9759259223937988,0.0,-1.956661316211878,-1.8611111111111112,-2.5257731958762886,-0.864067018032074,644.7849731445312
339,-1.9268518686294556,0.0,-1.8568904593639577,-1.8444444444444446,-2.3766233766233764,0.2823992073535919,725.8271484375
340,-1.855555534362793,0.0,-1.688385269121813,-2.188888888888889,-1.7142857142857142,0.19576749205589294,497.8542175292969
341,-1.8203703165054321,0.0,-1.7944444444444445,-1.8722222222222222,0,0.1492057591676712,461.9479064941406
342,-1.975000023841858,0.0,-2.0322108345534406,-1.7944444444444445,-2.675675675675676,-0.5420052409172058,493.46185302734375
343,-1.9194444417953491,0.0,-1.8685612788632326,-1.7722222222222221,-2.4394904458598727,0.24339048564434052,705.0645751953125
344,-1.9481481313705444,0.0,-1.8398133748055987,-2.077777777777778,-2.2467532467532467,-0.38768017292022705,494.64263916015625
345,-1.8203703165054321,0.0,-1.7222222222222223,-2.0166666666666666,0,-0.03404425084590912,486.8374328613281
346,-1.9379630088806152,0.0,-2.0097222222222224,-1.7944444444444445,0,-0.45587357878685,534.9317016601562
347,-1.9833333492279053,0.0,-1.9646643109540636,-1.8277777777777777,-2.4155844155844157,-0.07500452548265457,764.3577270507812
348,-1.875,0.0,-1.792808219178082,-1.875,-2.2279411764705883,-0.1913127303123474,412.80682373046875
349,-1.7990740537643433,0.0,-1.6319444444444444,-2.1333333333333333,0,-0.0010165426647290587,461.5207214355469
350,-1.8675925731658936,0.0,-1.9152777777777779,-1.7722222222222221,0,-0.44543805718421936,541.17578125
351,-2.0,0.0,-2.0134453781512605,-1.8777777777777778,-2.288,-0.8342898488044739,647.6465454101562
352,-1.8842592239379883,0.0,-1.842756183745583,-1.7777777777777777,-2.2857142857142856,0.3132963180541992,684.1695556640625
353,-1.8425925970077515,0.0,-1.6611111111111112,-2.2055555555555557,0,0.2903696596622467,426.1442565917969
354,-1.8203703165054321,0.0,-1.8402777777777777,-1.7805555555555554,0,0.17376992106437683,477.1453552246094
355,-2.0185184478759766,0.0,-2.017001545595054,-1.9083333333333334,-2.5753424657534247,-0.8558995127677917,627.1943969726562
356,-1.8935185670852661,0.0,-1.820921985815603,-1.8277777777777777,-2.3076923076923075,0.3397086262702942,714.4823608398438
357,-1.8814815282821655,0.0,-1.6817518248175183,-2.2222222222222223,-2.2857142857142856,-0.2746865153312683,525.9103393554688
358,-1.7972222566604614,0.0,-1.7027777777777777,-1.9861111111111112,0,0.025194406509399414,446.0899353027344
359,-1.914814829826355,0.0,-1.9304964539007092,-1.8444444444444446,-2.8666666666666667,-0.4921252131462097,576.8803100585938
360,-1.9453703165054321,0.0,-1.9683098591549295,-1.7361111111111112,-2.3552631578947367,0.22223900258541107,680.4850463867188
361,-1.8712962865829468,0.0,-1.7883096366508688,-1.9444444444444444,-2.1724137931034484,-0.1135980412364006,457.5540771484375
362,-1.7462962865829468,0.0,-1.6069444444444445,-2.025,0,0.4824811518192291,445.6041259765625
363,-1.8925925493240356,0.0,-1.9597222222222221,-1.7583333333333333,0,-0.261968731880188,488.9371643066406
364,-1.9500000476837158,0.0,-1.9647887323943662,-1.7722222222222221,-2.3157894736842106,0.1638413667678833,724.1753540039062
365,-1.9092592000961304,0.0,-1.808724832214765,-1.9333333333333333,-2.3225806451612905,-0.27412647008895874,479.4750061035156
366,-1.7851852178573608,0.0,-1.6680555555555556,-2.0194444444444444,0,0.21693062782287598,454.9236755371094
367,-1.8907407522201538,0.0,-1.9333333333333333,-1.8055555555555556,0,0.062153998762369156,464.9081115722656
368,-1.9648147821426392,0.0,-1.9299474605954465,-1.8583333333333334,-2.3557046979865772,-0.15613070130348206,809.239501953125
369,-1.8925925493240356,0.0,-1.801056338028169,-1.8583333333333334,-2.3157894736842106,-0.1668831706047058,404.76702880859375
370,-1.7990740537643433,0.0,-1.6375,-2.1222222222222222,0,-0.03176342323422432,424.09307861328125
371,-1.8814815282821655,0.0,-1.8875,-1.8694444444444445,0,-0.46494653820991516,489.0550231933594
372,-1.9833333492279053,0.0,-2.03156146179402,-1.8333333333333333,-2.194915254237288,-0.2859705686569214,537.5712280273438
373,-1.8435184955596924,0.0,-1.7901234567901234,-1.7416666666666667,-2.281045751633987,0.1700398325920105,636.2025756835938
374,-1.849074125289917,0.0,-1.675,-2.1972222222222224,0,-0.25563183426856995,451.37255859375
375,-1.8111110925674438,0.0,-1.8069444444444445,-1.8194444444444444,0,0.04025996848940849,437.630615234375
376,-1.9685184955596924,0.0,-2.0031595576619274,-1.85,-2.206896551724138,-0.41501978039741516,574.8516845703125
377,-1.8962962627410889,0.0,-1.8513986013986015,-1.761111111111111,-2.3986486486486487,0.7934826016426086,671.492919921875
378,-1.8731482028961182,0.0,-1.7125,-2.1944444444444446,0,-0.2571312487125397,498.462158203125
379,-1.8027777671813965,0.0,-1.7916666666666667,-1.825,0,0.028126195073127747,434.441162109375
380,-1.9500000476837158,0.0,-2.0077041602465333,-1.7666666666666666,-2.352112676056338,-0.30782726407051086,579.8046264648438
381,-1.9092592000961304,0.0,-1.7895652173913044,-1.8944444444444444,-2.420689655172414,0.03731640428304672,824.0223999023438
382,-1.8675925731658936,0.0,-1.6839160839160838,-2.2444444444444445,-1.0,-0.35627588629722595,512.0201416015625
383,-1.8194444179534912,0.0,-1.7833333333333334,-1.8916666666666666,0,-0.2069445252418518,415.9593200683594
384,-1.9953703880310059,0.0,-2.019908116385911,-1.8666666666666667,-2.4477611940298507,-0.6234113574028015,593.6953735351562
385,-1.8990740776062012,0.0,-1.8324607329842932,-1.8555555555555556,-2.2653061224489797,-0.12489116936922073,725.8792724609375
386,-1.8638888597488403,0.0,-1.7005649717514124,-2.1805555555555554,-2.0,0.0019591297022998333,418.20330810546875
387,-1.7796295881271362,0.0,-1.7722222222222221,-1.7944444444444445,0,-0.08966241776943207,459.8009033203125
388,-1.9509259462356567,0.0,-2.0151975683890577,-1.7694444444444444,-2.3225806451612905,-0.6610555052757263,606.3170776367188
389,-1.9046295881271362,0.0,-1.8235294117647058,-1.9416666666666667,-2.140845070422535,0.02925116941332817,759.5182495117188
390,-1.7981481552124023,0.0,-1.673669467787115,-2.0555555555555554,-1.1666666666666667,0.3829675018787384,354.489501953125
391,-1.8074073791503906,0.0,-1.7958333333333334,-1.8305555555555555,0,-0.14509084820747375,451.2316589355469
392,-1.9861111640930176,0.0,-1.9784283513097072,-1.886111111111111,-2.563380281690141,-0.6105276346206665,667.504638671875
393,-1.9231481552124023,0.0,-1.8873483535528597,-1.85,-2.2517482517482517,-0.04335751011967659,702.9356079101562
394,-1.850000023841858,0.0,-1.676388888888889,-2.1972222222222224,0,-0.05275335535407066,461.8583068847656
395,-1.7620370388031006,0.0,-1.7333333333333334,-1.8194444444444444,0,0.20256058871746063,390.3138122558594
396,-2.01111102104187,0.0,-2.0391236306729263,-1.8388888888888888,-2.5555555555555554,-0.7931761741638184,644.6190795898438
397,-1.8851852416992188,0.0,-1.8648180242634316,-1.7444444444444445,-2.3216783216783217,0.17461664974689484,666.2356567382812
398,-1.8212963342666626,0.0,-1.6722222222222223,-2.1194444444444445,0,-0.31403130292892456,391.6330871582031
399,-1.7842592000961304,0.0,-1.823611111111111,-1.7055555555555555,0,-0.06766380369663239,472.861572265625
400,-1.9564814567565918,0.0,-1.9921383647798743,-1.8111111111111111,-2.3095238095238093,-0.5520507097244263,577.4287719726562
401,-1.8879629373550415,0.0,-1.8951048951048952,-1.7555555555555555,-2.1824324324324325,0.44014978408813477,653.9902954101562
402,-1.7861111164093018,0.0,-1.6263888888888889,-2.1055555555555556,0,0.003896034089848399,398.2430419921875
403,-1.7453703880310059,0.0,-1.7361111111111112,-1.7638888888888888,0,0.20560333132743835,436.0186767578125
404,-1.9462963342666626,0.0,-1.986046511627907,-1.8166666666666667,-2.2266666666666666,-0.15949715673923492,523.108154296875
405,-1.8509259223937988,0.0,-1.7884615384615385,-1.7638888888888888,-2.304054054054054,0.03428388014435768,715.8798828125
406,-1.8583333492279053,0.0,-1.711111111111111,-2.1527777777777777,0,-0.42547473311424255,462.4677429199219
407,-1.8175926208496094,0.0,-1.8041666666666667,-1.8444444444444446,0,-0.3763599097728729,465.63421630859375
408,-1.980555534362793,0.0,-2.0340557275541795,-1.8166666666666667,-2.310810810810811,-0.6132946014404297,557.2798461914062
409,-1.8629629611968994,0.0,-1.778546712802768,-1.8194444444444444,-2.316901408450704,0.13475601375102997,688.7202758789062
410,-1.835185170173645,0.0,-1.6888888888888889,-2.1277777777777778,0,-0.16916069388389587,442.887451171875
411,-1.7518517971038818,0.0,-1.7555555555555555,-1.7444444444444445,0,-0.03610333800315857,398.3094787597656
412,-1.9296296834945679,0.0,-1.9752704791344669,-1.761111111111111,-2.356164383561644,-0.3060759902000427,525.2739868164062
413,-1.8851852416992188,0.0,-1.8202443280977312,-1.8111111111111111,-2.3197278911564627,-0.039665337651968,753.3651123046875
414,-1.7916666269302368,0.0,-1.6364922206506365,-2.077777777777778,-2.3076923076923075,0.04444185271859169,387.4127502441406
415,-1.7657407522201538,0.0,-1.7416666666666667,-1.8138888888888889,0,-0.1663098931312561,452.4761047363281
416,-1.9564814567565918,0.0,-2.04,-1.7361111111111112,-2.466666666666667,-0.36989349126815796,543.2008056640625
417,-1.8879629373550415,0.0,-1.8383128295254834,-1.7944444444444445,-2.2980132450331126,0.22701223194599152,688.1991577148438
418,-1.8277777433395386,0.0,-1.6989720998531572,-2.011111111111111,-2.3846153846153846,-0.28994497656822205,398.197021484375
419,-1.764814853668213,0.0,-1.7013888888888888,-1.8916666666666666,0,-0.03362331911921501,425.4027404785156
420,-1.8962962627410889,0.0,-1.9335260115606936,-1.7972222222222223,-2.25,-0.5022925138473511,547.4575805664062
421,-1.8574074506759644,0.0,-1.7777777777777777,-1.8166666666666667,-2.2777777777777777,-0.10924148559570312,743.3461303710938
422,-1.8879629373550415,0.0,-1.791728212703102,-2.033333333333333,-2.186046511627907,-0.56582111120224,453.3288269042969
423,-1.7611111402511597,0.0,-1.7083333333333333,-1.8666666666666667,0,0.2665233612060547,476.56365966796875
424,-1.914814829826355,0.0,-1.962589928057554,-1.7861111111111112,-2.44,-0.4663834273815155,573.0077514648438
425,-1.899999976158142,0.0,-1.8541666666666667,-1.8472222222222223,-2.2152777777777777,-0.33297067880630493,693.60498046875
426,-1.8472222089767456,0.0,-1.7381656804733727,-1.975,-2.477272727272727,-0.345529168844223,395.9967041015625
427,-1.7620370388031006,0.0,-1.7041666666666666,-1.8777777777777778,0,-0.06183144077658653,407.4292907714844
428,-1.8972222805023193,0.0,-1.9127906976744187,-1.8305555555555555,-2.3125,-0.6072564125061035,571.0247802734375
429,-1.889814853668213,0.0,-1.8125,-1.8,-2.423611111111111,0.021875953301787376,669.7907104492188
430,-1.8009259700775146,0.0,-1.646108663729809,-2.033333333333333,-2.358974358974359,-0.15876442193984985,452.7483825683594
431,-1.7574074268341064,0.0,-1.7277777777777779,-1.8166666666666667,0,0.019837822765111923,440.2461853027344
432,-1.9314814805984497,0.0,-1.973568281938326,-1.7916666666666667,-2.4871794871794872,-0.218158558011055,586.9121704101562
433,-1.8666666746139526,0.0,-1.8089500860585197,-1.75,-2.4100719424460433,0.2507980465888977,623.0120849609375
434,-1.8592592477798462,0.0,-1.7427745664739884,-2.061111111111111,-2.142857142857143,-0.1426212340593338,444.8622131347656
435,-1.7435184717178345,0.0,-1.7083333333333333,-1.8138888888888889,0,0.27069753408432007,424.12164306640625
436,-1.9574073553085327,0.0,-2.0118694362017804,-1.8111111111111111,-2.3043478260869565,-0.8982825875282288,687.0621948242188
437,-1.8768517971038818,0.0,-1.8620689655172413,-1.7777777777777777,-2.192857142857143,0.08271671831607819,681.70556640625
438,-1.7990740537643433,0.0,-1.6430594900849858,-2.0833333333333335,-2.357142857142857,0.21856330335140228,398.2537841796875
439,-1.7685185670852661,0.0,-1.7791666666666666,-1.7472222222222222,0,0.12296254187822342,504.9307861328125
440,-1.8583333492279053,0.0,-1.9093655589123868,-1.6916666666666667,-2.310344827586207,-0.23778709769248962,520.7413940429688
441,-1.9194444417953491,0.0,-1.8674698795180722,-1.8472222222222223,-2.323741007194245,0.1573113352060318,722.4041748046875
442,-1.8074073791503906,0.0,-1.6554621848739495,-2.1222222222222222,-1.0,-0.26162782311439514,471.3483581542969
443,-1.7435184717178345,0.0,-1.7333333333333334,-1.7638888888888888,0,0.3208570182323456,488.9292907714844
444,-1.975000023841858,0.0,-2.013888888888889,-1.8055555555555556,-2.4722222222222223,-0.7449182271957397,635.57373046875
445,-1.834259271621704,0.0,-1.7482517482517483,-1.7527777777777778,-2.364864864864865,0.13044346868991852,639.924560546875
446,-1.7722222805023193,0.0,-1.5930555555555554,-2.1305555555555555,0,0.03411416709423065,420.0086669921875
447,-1.8194444179534912,0.0,-1.8125,-1.8333333333333333,0,-0.20282059907913208,430.313720703125
448,-1.9416667222976685,0.0,-1.9626168224299065,-1.8388888888888888,-2.2435897435897436,-0.6535665988922119,593.1290283203125
449,-1.8814815282821655,0.0,-1.8365217391304347,-1.8055555555555556,-2.2482758620689656,-0.06591197848320007,709.2440185546875
450,-1.8407407999038696,0.0,-1.6902777777777778,-2.1416666666666666,0,-0.29413431882858276,392.84814453125
451,-1.789814829826355,0.0,-1.775,-1.8194444444444444,0,0.1391361951828003,406.3843994140625
452,-1.9287036657333374,0.0,-1.9559055118110236,-1.7916666666666667,-2.3058823529411763,-0.6452029943466187,658.9384155273438
453,-1.8305555582046509,0.0,-1.778745644599303,-1.7638888888888888,-2.1986301369863015,0.8493125438690186,692.5667724609375
454,-1.7999999523162842,0.0,-1.6583333333333334,-2.0833333333333335,0,0.11261136084794998,356.65185546875
455,-1.7370370626449585,0.0,-1.7666666666666666,-1.6777777777777778,0,0.34681400656700134,460.5934753417969
456,-1.934259295463562,0.0,-1.990506329113924,-1.7694444444444444,-2.2045454545454546,-0.33592405915260315,524.4375610351562
457,-1.8462963104248047,0.0,-1.796521739130435,-1.7916666666666667,-2.179310344827586,0.17145690321922302,665.8267822265625
458,-1.8305555582046509,0.0,-1.6694444444444445,-2.1527777777777777,0,-0.2679845094680786,452.6095886230469
459,-1.7574074268341064,0.0,-1.7680555555555555,-1.7361111111111112,0,0.14415787160396576,447.1598815917969
460,-1.9435185194015503,0.0,-1.987441130298273,-1.7777777777777777,-2.325301204819277,-0.23358199000358582,549.3582763671875
461,-1.8666666746139526,0.0,-1.7670753064798599,-1.8472222222222223,-2.295302013422819,0.12009081244468689,715.3838500976562
462,-1.8305555582046509,0.0,-1.6597222222222223,-2.172222222222222,0,-0.0817582979798317,444.18914794921875
463,-1.7453703880310059,0.0,-1.7291666666666667,-1.7777777777777777,0,-0.013727331534028053,396.91436767578125
464,-1.9185185432434082,0.0,-1.9798449612403102,-1.7333333333333334,-2.28,-0.4639356732368469,523.5582275390625
465,-1.8435184955596924,0.0,-1.774869109947644,-1.8083333333333333,-2.197278911564626,0.1608179807662964,674.8562622070312
466,-1.8481481075286865,0.0,-1.7085076708507672,-2.136111111111111,-0.6666666666666666,0.07529719173908234,449.1286926269531
467,-1.8277777433395386,0.0,-1.8388888888888888,-1.8055555555555556,0,-0.12105093896389008,495.1972351074219
468,-1.9018518924713135,0.0,-1.9692780337941629,-1.7,-2.318840579710145,-0.08942636847496033,559.0333251953125
469,-1.8453704118728638,0.0,-1.8105263157894738,-1.7555555555555555,-2.1933333333333334,0.008696556091308594,721.0277709960938
470,-1.8083332777023315,0.0,-1.6412429378531073,-2.138888888888889,-1.75,-0.04335120692849159,424.0968322753906
471,-1.7685185670852661,0.0,-1.7694444444444444,-1.7666666666666666,0,0.10293025523424149,436.71038818359375
472,-1.8888888359069824,0.0,-1.8990963855421688,-1.8055555555555556,-2.3035714285714284,-0.2829849123954773,532.8663330078125
473,-1.8527777194976807,0.0,-1.844677137870855,-1.7361111111111112,-2.1700680272108843,0.3906979262828827,735.1979370117188
474,-1.7787036895751953,0.0,-1.6040172166427547,-2.091666666666667,-2.1739130434782608,-0.21562522649765015,404.3599548339844
475,-1.7259259223937988,0.0,-1.6708333333333334,-1.836111111111111,0,0.3362518846988678,392.9842529296875
476,-1.8925925493240356,0.0,-1.9125925925925926,-1.8,-2.3333333333333335,-0.400637149810791,565.51220703125
