epoch,mean_reward,avg_wait,r_morning,r_off,r_evening,q_loss,epsilon
32,-2.0546296296296296,1.5179398148148149,-1.8621190130624092,-2.408333333333333,-2.225806451612903,19.792293548583984,0.2542628550907034
33,-1.9425925925925926,1.416087962962963,-1.9055555555555554,-2.0166666666666666,0,1.8605084419250488,0.2529915408152499
34,-2.0935185185185183,1.6153935185185184,-2.129124820659971,-2.013888888888889,-2.260869565217391,1.5275770425796509,0.25172658311117363
35,-2.137037037037037,1.599074074074074,-2.0867992766726946,-2.013888888888889,-2.568862275449102,1.4125442504882812,0.25046795019561774
36,-2.0277777777777777,1.5878472222222222,-1.869205298013245,-2.0944444444444446,-2.646551724137931,10.941179275512695,0.24921561044463966
37,-2.05,1.6521990740740742,-1.8222222222222222,-2.5055555555555555,0,1.8000739812850952,0.24796953239241645
38,-1.8981481481481481,1.488888888888889,-1.9361111111111111,-1.8222222222222222,0,1.6669328212738037,0.24672968473045437
39,-2.1416666666666666,1.7438657407407407,-2.1565891472868217,-1.961111111111111,-2.88,1.3524587154388428,0.24549603630680208
40,-2.1203703703703702,1.725,-2.0824175824175826,-1.9527777777777777,-2.586206896551724,11.303617477416992,0.24426855612526807
41,-2.1083333333333334,1.6070601851851851,-1.938095238095238,-2.3472222222222223,-2.3444444444444446,1.6006653308868408,0.24304721334464174
42,-1.9759259259259259,1.4412037037037038,-1.8291666666666666,-2.2694444444444444,0,1.8933367729187012,0.24183197727791853
43,-2.036111111111111,1.4368055555555554,-2.091666666666667,-1.925,0,1.111928939819336,0.24062281739152894
44,-2.1074074074074076,1.518287037037037,-2.0665499124343256,-1.9527777777777777,-2.6375838926174495,1.3223501443862915,0.2394197033045713
45,-1.9787037037037036,1.3173611111111112,-1.8390410958904109,-2.0305555555555554,-2.4411764705882355,1.9151524305343628,0.23822260478804844
46,-1.9472222222222222,1.30625,-1.7583333333333333,-2.325,0,1.464081048965454,0.2370314917641082
47,-2.053703703703704,1.3984953703703704,-2.1,-1.961111111111111,0,1.727047085762024,0.23584633430528767
48,-2.0342592592592594,1.3744212962962963,-1.9809027777777777,-1.913888888888889,-2.548611111111111,1.787529706954956,0.23466710263376123
49,-2.009259259259259,1.3657407407407407,-1.8907849829351535,-2.0555555555555554,-2.4029850746268657,1.337768316268921,0.23349376712059242
50,-1.913888888888889,1.3101851851851851,-1.7458333333333333,-2.25,0,1.1995859146118164,0.23232629828498946
51,-1.9574074074074075,1.2975694444444446,-1.9597222222222221,-1.9527777777777777,0,1.9660844802856445,0.2311646667935645
52,-2.077777777777778,1.4682870370370371,-2.104895104895105,-1.8472222222222223,-2.5337837837837838,2.2981786727905273,0.23000884345959668
53,-2.0453703703703705,1.5277777777777777,-1.891500904159132,-2.0805555555555557,-2.4790419161676644,11.89654541015625,0.2288587992422987
54,-1.961111111111111,1.590162037037037,-1.7055555555555555,-2.4722222222222223,0,1.8795946836471558,0.22771450524608722
55,-1.9574074074074075,1.676273148148148,-1.9194444444444445,-2.033333333333333,0,1.7561051845550537,0.2265759327198568
56,-2.0787037037037037,1.7103009259259259,-2.122733612273361,-1.9805555555555556,-3.3333333333333335,1.3379919528961182,0.2254430530562575
57,-2.1564814814814817,1.7182870370370371,-2.1531365313653135,-1.9277777777777778,-2.6292134831460676,1.3053163290023804,0.22431583779097622
58,-2.0314814814814817,1.534375,-1.8625678119349005,-2.025,-2.604790419161677,1.6703895330429077,0.22319425860202133
59,-1.9546296296296297,1.422800925925926,-1.7708333333333333,-2.3222222222222224,0,1.470906376838684,0.22207828730901122
60,-2.0,1.3643518518518518,-2.0027777777777778,-1.9944444444444445,0,1.8437587022781372,0.22096789587246615
61,-2.099074074074074,1.5096064814814816,-2.1734375,-1.9333333333333333,-2.25,12.056222915649414,0.21986305639310383
62,-2.0148148148148146,1.3798611111111112,-1.8815331010452963,-2.0305555555555554,-2.5,11.025582313537598,0.2187637411111383
63,-1.913888888888889,1.3395833333333333,-1.7208333333333334,-2.3,0,1.8565853834152222,0.2176699224055826
64,-1.8990740740740741,1.3017361111111112,-1.8819444444444444,-1.9333333333333333,0,1.5665212869644165,0.2165815727935547
65,-2.0796296296296295,1.4354166666666666,-2.1312217194570136,-1.8916666666666666,-2.6666666666666665,1.7887407541275024,0.21549866492958691
66,-2.013888888888889,1.4748842592592593,-1.8579136690647482,-1.9694444444444446,-2.6402439024390243,1.5706803798675537,0.21442117160493898
67,-1.9574074074074075,1.496875,-1.7897990726429676,-2.1555555555555554,-2.4657534246575343,1.4304308891296387,0.21334906574691428
68,-1.9370370370370371,1.5394675925925927,-1.7513888888888889,-2.308333333333333,0,1.3374322652816772,0.2122823204181797
69,-1.9453703703703704,1.5074074074074073,-2.0388888888888888,-1.7583333333333333,0,1.8162896633148193,0.21122090881608882
70,-2.0685185185185184,1.490162037037037,-2.1655737704918034,-1.7777777777777777,-2.481818181818182,1.421461820602417,0.21016480427200837
71,-2.0101851851851853,1.4982638888888888,-1.8788426763110306,-1.9944444444444445,-2.4790419161676644,1.4201767444610596,0.20911398025064834
72,-1.9666666666666666,1.409837962962963,-1.7377521613832854,-2.352777777777778,-2.730769230769231,1.7871487140655518,0.2080684103493951
73,-1.9314814814814816,1.317939814814815,-1.8694444444444445,-2.0555555555555554,0,1.5922572612762451,0.20702806829764814
74,-2.0824074074074073,1.387962962962963,-2.108538350217077,-2.0194444444444444,-2.2413793103448274,1.3403332233428955,0.2059929279561599
75,-2.0481481481481483,1.516898148148148,-1.9893428063943162,-2.033333333333333,-2.2929936305732483,1.5901079177856445,0.2049629633163791
76,-1.9694444444444446,1.3497685185185184,-1.869767441860465,-2.111111111111111,-2.1466666666666665,1.3729376792907715,0.2039381484997972
77,-1.8314814814814815,1.2642361111111111,-1.7222222222222223,-2.05,0,1.4649312496185303,0.2029184577572982
78,-2.012962962962963,1.3844907407407407,-2.0833333333333335,-1.8722222222222222,0,12.532061576843262,0.2019038654685117
79,-2.112962962962963,1.615162037037037,-2.087431693989071,-1.9638888888888888,-2.508771929824561,1.4284683465957642,0.20089434614116913
80,-1.9333333333333333,1.423148148148148,-1.8405797101449275,-1.9083333333333334,-2.2916666666666665,1.401127815246582,0.1998898744104633
81,-1.9962962962962962,1.5429398148148148,-1.7958333333333334,-2.397222222222222,0,1.6774978637695312,0.19889042503841098
82,-1.8990740740740741,1.412962962962963,-1.875,-1.9472222222222222,0,1.4345909357070923,0.19789597291321892
83,-2.047222222222222,1.5247685185185185,-2.1333333333333333,-1.8333333333333333,-2.6333333333333333,1.5351289510726929,0.19690649304865282
84,-2.037962962962963,1.461111111111111,-1.9317773788150807,-1.961111111111111,-2.5705521472392636,1.4241241216659546,0.19592196058340955
85,-1.9425925925925926,1.3038194444444444,-1.8168789808917198,-2.0388888888888888,-2.4239130434782608,1.2357196807861328,0.1949423507804925
86,-1.9046296296296297,1.3215277777777779,-1.7680555555555555,-2.1777777777777776,0,1.3474493026733398,0.19396763902659003
87,-1.9555555555555555,1.3708333333333333,-1.9722222222222223,-1.9222222222222223,0,1.815427541732788,0.1929978008314571
88,-2.012037037037037,1.3399305555555556,-2.019197207678883,-1.8472222222222223,-2.3877551020408165,11.8333101272583,0.1920328118272998
89,-1.951851851851852,1.3429398148148148,-1.8104026845637584,-1.9111111111111112,-2.75,1.4892112016677856,0.19107264776816332
90,-1.950925925925926,1.3899305555555554,-1.7430555555555556,-2.3666666666666667,0,12.04499340057373,0.1901172845293225
91,-1.9907407407407407,1.3296296296296297,-1.988888888888889,-1.9944444444444445,0,11.483861923217773,0.18916669810667588
92,-2.0305555555555554,1.3053240740740741,-1.9380378657487092,-2.0194444444444444,-2.446043165467626,1.6206815242767334,0.1882208646161425
93,-1.9268518518518518,1.207638888888889,-1.7808896210873146,-1.9638888888888888,-2.5929203539823007,12.62369155883789,0.1872797602930618
94,-1.9111111111111112,1.2489583333333334,-1.7930555555555556,-2.147222222222222,0,1.6932694911956787,0.18634336149159647
95,-2.0101851851851853,1.3590277777777777,-2.026388888888889,-1.9777777777777779,0,1.756418228149414,0.18541164468413848
96,-2.049074074074074,1.3421296296296297,-1.993138936535163,-2.0194444444444444,-2.3649635036496353,2.0615341663360596,0.18448458646071778
97,-1.9574074074074075,1.2748842592592593,-1.841692789968652,-2.061111111111111,-2.402439024390244,1.5352423191070557,0.18356216352841417
98,-1.8444444444444446,1.2261574074074073,-1.7666666666666666,-2.0,0,12.126861572265625,0.1826443527107721
99,-1.9166666666666667,1.3028935185185184,-1.9736111111111112,-1.8027777777777778,0,1.4926042556762695,0.18173113094721824
100,-2.0787037037037037,1.6043981481481482,-2.0824175824175826,-1.8416666666666666,-2.557471264367816,11.910934448242188,0.18082247529248216
101,-1.8935185185185186,1.5030092592592592,-1.7323420074349443,-1.8305555555555555,-2.4945054945054945,1.4104598760604858,0.17991836291601976
102,-2.0,1.5945601851851852,-1.7847222222222223,-2.4305555555555554,0,1.4450159072875977,0.17901877110143966
103,-1.8518518518518519,1.346412037037037,-1.7833333333333334,-1.988888888888889,0,1.5751543045043945,0.17812367724593245
104,-2.0166666666666666,1.4991898148148148,-2.055944055944056,-1.9111111111111112,-4.0,1.6519248485565186,0.17723305885970278
105,-2.0416666666666665,1.4318287037037036,-1.9495495495495496,-1.9777777777777779,-2.4909090909090907,1.4562731981277466,0.17634689356540426
106,-1.8814814814814815,1.2575231481481481,-1.8210702341137124,-1.8555555555555556,-2.2540983606557377,1.5443834066390991,0.17546515909757723
107,-1.8527777777777779,1.2275462962962962,-1.6805555555555556,-2.1972222222222224,0,1.8610934019088745,0.17458783330208935
108,-1.9111111111111112,1.2503472222222223,-1.9416666666666667,-1.85,0,1.3550481796264648,0.1737148941355789
109,-2.0722222222222224,1.385185185185185,-2.143350604490501,-1.8166666666666667,-2.4326241134751774,1.449631929397583,0.172846319664901
110,-1.8592592592592592,1.2100694444444444,-1.7468805704099821,-1.836111111111111,-2.308176100628931,1.392117977142334,0.1719820880665765
111,-1.9462962962962962,1.367361111111111,-1.7958333333333334,-2.2472222222222222,0,1.5561479330062866,0.17112217762624363
112,-1.864814814814815,1.2989583333333334,-1.898611111111111,-1.7972222222222223,0,1.3042774200439453,0.1702665667381124
113,-2.0194444444444444,1.402662037037037,-2.0487062404870624,-1.8694444444444445,-2.5714285714285716,11.265283584594727,0.16941523390442184
114,-2.012962962962963,1.3152777777777778,-1.9355992844364938,-1.9,-2.5341614906832297,1.6410295963287354,0.16856815773489972
115,-1.923148148148148,1.2989583333333334,-1.7727272727272727,-2.136111111111111,-2.3,1.5474318265914917,0.16772531694622522
116,-1.8944444444444444,1.409837962962963,-1.8083333333333333,-2.066666666666667,0,1.6642986536026,0.1668866903614941
117,-1.9148148148148147,1.307175925925926,-1.9638888888888888,-1.8166666666666667,0,1.1856529712677002,0.1660522569096866
118,-2.0037037037037035,1.3350694444444444,-2.008880994671403,-1.875,-2.2802547770700636,1.374812364578247,0.16522199562513817
119,-1.8925925925925926,1.2099537037037038,-1.8256410256410256,-1.8416666666666666,-2.3185185185185184,1.246782898902893,0.1643958856470125
120,-1.8814814814814815,1.264351851851852,-1.7152777777777777,-2.213888888888889,0,1.346129059791565,0.16357390621877743
121,-1.9166666666666667,1.2966435185185186,-1.9388888888888889,-1.8722222222222222,0,1.3141204118728638,0.16275603668768354
122,-1.9370370370370371,1.26875,-1.966044142614601,-1.7555555555555555,-2.3053435114503817,1.361505389213562,0.16194225650424512
123,-1.8925925925925926,1.2255787037037038,-1.8357142857142856,-1.7861111111111112,-2.33125,1.3121240139007568,0.1611325452217239
124,-1.8722222222222222,1.2684027777777778,-1.7277777777777779,-2.161111111111111,0,1.8764981031417847,0.16032688249561527
125,-1.8907407407407408,1.3655092592592593,-1.8611111111111112,-1.95,0,1.2076448202133179,0.1595252480831372
126,-2.0462962962962963,1.4065972222222223,-2.107669616519174,-1.8666666666666667,-2.5952380952380953,1.5314072370529175,0.15872762184272152
127,-1.961111111111111,1.2899305555555556,-1.9135802469135803,-1.9388888888888889,-2.189542483660131,1.570143461227417,0.15793398373350792
128,-1.8833333333333333,1.228587962962963,-1.6957186544342508,-2.091666666666667,-2.606060606060606,1.738663911819458,0.15714431381484037
129,-1.862962962962963,1.2753472222222222,-1.7833333333333334,-2.022222222222222,0,1.5093908309936523,0.15635859224576618
130,-1.9805555555555556,1.3200231481481481,-2.033333333333333,-1.875,0,1.4715840816497803,0.15557679928453735
131,-1.9527777777777777,1.2670138888888889,-1.925399644760213,-1.875,-2.229299363057325,12.144510269165039,0.15479891528811468
132,-1.8731481481481482,1.282523148148148,-1.7235099337748345,-1.9722222222222223,-2.3448275862068964,1.5730650424957275,0.15402492071167412
133,-1.836111111111111,1.1637731481481481,-1.6430555555555555,-2.2222222222222223,0,1.9814311265945435,0.15325479610811574
134,-1.8722222222222222,1.2177083333333334,-1.8944444444444444,-1.8277777777777777,0,1.4688405990600586,0.15248852212757516
135,-1.999074074074074,1.2787037037037037,-2.0242214532871974,-1.8527777777777779,-2.267605633802817,1.4204654693603516,0.15172607951693728
136,-1.9416666666666667,1.3375,-1.8189655172413792,-1.975,-2.3642857142857143,1.0912973880767822,0.1509674491193526
137,-1.8814814814814815,1.1756944444444444,-1.7041666666666666,-2.236111111111111,0,1.2501649856567383,0.1502126118737558
138,-1.9,1.2325231481481482,-1.9083333333333334,-1.8833333333333333,0,1.1192830801010132,0.14946154881438703
139,-2.0277777777777777,1.309375,-2.0409556313993176,-1.8888888888888888,-2.343283582089552,1.304939866065979,0.14871424107031508
140,-1.864814814814815,1.2246527777777778,-1.781305114638448,-1.788888888888889,-2.3529411764705883,1.3412789106369019,0.14797066986496352
141,-1.8666666666666667,1.1708333333333334,-1.7208333333333334,-2.158333333333333,0,1.3504313230514526,0.14723081651563868
142,-1.8472222222222223,1.19375,-1.886111111111111,-1.7694444444444444,0,1.5428786277770996,0.1464946624330605
143,-1.9824074074074074,1.3247685185185185,-1.9403225806451614,-1.9055555555555554,-2.52,1.4071898460388184,0.1457621891208952
144,-1.8916666666666666,1.2349537037037037,-1.8300884955752212,-1.725,-2.503225806451613,1.1458535194396973,0.14503337817529072
145,-1.8611111111111112,1.2510416666666666,-1.6783216783216783,-2.2333333333333334,-1.2,11.883769035339355,0.14430821128441426
146,-1.8277777777777777,1.2283564814814816,-1.8152777777777778,-1.8527777777777779,0,1.7641468048095703,0.14358667022799218
147,-1.9157407407407407,1.2363425925925926,-1.9462686567164178,-1.8,-2.34,1.3920308351516724,0.14286873687685223
148,-1.8990740740740741,1.246875,-1.8101933216168717,-1.8472222222222223,-2.357615894039735,1.1918928623199463,0.14215439319246798
149,-1.8925925925925926,1.2945601851851851,-1.7462686567164178,-2.091666666666667,-2.42,1.3760178089141846,0.14144362122650564
150,-1.8685185185185185,1.3243055555555556,-1.7972222222222223,-2.011111111111111,0,1.0337333679199219,0.1407364031203731
151,-1.974074074074074,1.3652777777777778,-2.0305555555555554,-1.8611111111111112,0,1.4721229076385498,0.14003272110477125
152,-2.0185185185185186,1.4203703703703703,-2.0341726618705036,-1.836111111111111,-2.3658536585365852,1.472375512123108,0.1393325574992474
153,-1.885185185185185,1.3449074074074074,-1.795992714025501,-1.7972222222222223,-2.3567251461988303,1.134271502494812,0.13863589471175114
154,-1.8814814814814815,1.3556712962962962,-1.6972222222222222,-2.25,0,1.2889381647109985,0.13794271523819238
155,-1.8305555555555555,1.2258101851851853,-1.8125,-1.8666666666666667,0,1.338059425354004,0.1372530016620014
156,-1.9296296296296296,1.2399305555555555,-2.0296296296296297,-1.7277777777777779,-2.0444444444444443,1.3690404891967773,0.1365667366536914
157,-1.9555555555555555,1.299074074074074,-1.8846153846153846,-1.9,-2.364864864864865,1.1161946058273315,0.13588390297042294
158,-1.9361111111111111,1.2366898148148149,-1.794378698224852,-2.1527777777777777,-2.340909090909091,12.604687690734863,0.13520448345557082
159,-1.8351851851851853,1.150462962962963,-1.7805555555555554,-1.9444444444444444,0,1.7681207656860352,0.13452846103829297
160,-1.9564814814814815,1.2162037037037037,-1.9956772334293948,-1.8527777777777779,-2.3461538461538463,12.420933723449707,0.1338558187331015
161,-1.8944444444444444,1.1793981481481481,-1.8191304347826087,-1.886111111111111,-2.213793103448276,1.451444149017334,0.133186539639436
162,-1.9166666666666667,1.2253472222222221,-1.7586726998491704,-2.1222222222222222,-2.456140350877193,1.5077608823776245,0.13252060694123882
163,-1.8138888888888889,1.1539351851851851,-1.7680555555555555,-1.9055555555555554,0,1.3104857206344604,0.13185800390653263
164,-1.962037037037037,1.2385416666666667,-2.0028248587570623,-1.8888888888888888,-1.75,1.1065040826797485,0.13119871388699997
165,-1.9453703703703704,1.2461805555555556,-1.9472759226713532,-1.8222222222222222,-2.2317880794701987,1.3671904802322388,0.13054272031756498
166,-1.9111111111111112,1.265625,-1.7974683544303798,-1.9944444444444445,-2.3863636363636362,1.1861761808395386,0.12989000671597714
167,-1.7703703703703704,1.1550925925925926,-1.6375,-2.036111111111111,0,1.3406884670257568,0.12924055668239726
168,-1.8898148148148148,1.25,-1.9013888888888888,-1.8666666666666667,0,1.326069712638855,0.12859435389898527
169,-1.9583333333333333,1.300462962962963,-1.9789103690685412,-1.7333333333333334,-2.4172185430463577,1.1378839015960693,0.12795138212949034
170,-1.8907407407407408,1.232175925925926,-1.8152753108348134,-1.8666666666666667,-2.21656050955414,1.2374109029769897,0.12731162521884287
171,-1.8,1.1298611111111112,-1.5833333333333333,-2.2333333333333334,0,1.0136771202087402,0.12667506709274864
172,-1.799074074074074,1.1190972222222222,-1.8277777777777777,-1.7416666666666667,0,1.4633899927139282,0.1260416917572849
173,-1.9722222222222223,1.1719907407407408,-1.995090016366612,-1.886111111111111,-2.128440366972477,1.1016240119934082,0.1254114832984985
174,-1.9037037037037037,1.2325231481481482,-1.832167832167832,-1.8083333333333333,-2.4121621621621623,1.19740891456604,0.124784425882006
175,-1.8064814814814816,1.1166666666666667,-1.6388888888888888,-2.1416666666666666,0,1.4979736804962158,0.12416050375259596
176,-1.8148148148148149,1.159375,-1.8,-1.8444444444444446,0,1.1684688329696655,0.12353970123383298
177,-1.9814814814814814,1.2751157407407407,-2.0238095238095237,-1.775,-2.511111111111111,1.194250226020813,0.12292200272766382
178,-1.9277777777777778,1.2302083333333333,-1.8637168141592921,-1.8694444444444445,-2.296774193548387,12.3026762008667,0.1223073927140255
179,-1.862962962962963,1.2060185185185186,-1.7227011494252873,-2.1416666666666666,-1.75,12.438318252563477,0.12169585575045538
180,-1.8287037037037037,1.2325231481481482,-1.7597222222222222,-1.9666666666666666,0,1.3008654117584229,0.1210873764717031
181,-1.962037037037037,1.275462962962963,-2.0014265335235377,-1.8611111111111112,-2.4210526315789473,1.3193594217300415,0.12048193958934458
182,-1.9435185185185184,1.2481481481481482,-1.855379188712522,-1.8527777777777779,-2.4836601307189543,1.2387489080429077,0.11987952989139786
183,-1.8907407407407408,1.228587962962963,-1.7689922480620155,-1.9527777777777777,-2.64,1.4374579191207886,0.11928013224194087
184,-1.7787037037037037,1.169675925925926,-1.6416666666666666,-2.0527777777777776,0,1.1816887855529785,0.11868373158073116
185,-1.9694444444444446,1.2587962962962962,-2.022222222222222,-1.863888888888889,0,0.9406108260154724,0.1180903129228275
186,-1.9277777777777778,1.1753472222222223,-1.8986013986013985,-1.85,-2.22972972972973,1.5018380880355835,0.11749986135821336
187,-1.826851851851852,1.1282407407407407,-1.6990291262135921,-1.9222222222222223,-2.264705882352941,1.3411692380905151,0.11691236205142229
188,-1.7638888888888888,1.145138888888889,-1.6277777777777778,-2.036111111111111,0,1.3848743438720703,0.11632780024116518
189,-1.9175925925925925,1.2594907407407407,-1.898611111111111,-1.9555555555555555,0,1.1612828969955444,0.11574616123995936
190,-1.9435185185185184,1.235300925925926,-1.9137931034482758,-1.8194444444444444,-2.3857142857142857,12.149215698242188,0.11516743043375956
191,-1.9074074074074074,1.2390046296296295,-1.8354203935599285,-1.8138888888888889,-2.3664596273291925,1.568171501159668,0.11459159328159076
192,-1.8305555555555555,1.2527777777777778,-1.6458333333333333,-2.2,0,2.3202030658721924,0.1140186353151828
193,-1.7935185185185185,1.2177083333333334,-1.7666666666666666,-1.8472222222222223,0,1.5752047300338745,0.11344854213860689
194,-1.9398148148148149,1.2763888888888888,-1.9940387481371087,-1.7694444444444444,-2.4489795918367347,1.648599624633789,0.11288129942791385
195,-1.901851851851852,1.1915509259259258,-1.8843416370106763,-1.7555555555555555,-2.2974683544303796,0.9818069934844971,0.11231689293077428
196,-1.8435185185185186,1.1736111111111112,-1.6967840735068913,-2.025,-2.298507462686567,1.0430546998977661,0.1117553084661204
197,-1.799074074074074,1.203125,-1.6902777777777778,-2.0166666666666666,0,1.359021544456482,0.1111965319237898
198,-1.8231481481481482,1.1856481481481482,-1.9083333333333334,-1.6527777777777777,0,1.6785355806350708,0.11064054926417084
199,-1.975,1.3084490740740742,-1.9946140035906643,-1.7944444444444445,-2.3067484662576687,1.3466215133666992,0.11008734651784999
200,-1.8657407407407407,1.3707175925925925,-1.7334558823529411,-1.8277777777777777,-2.352272727272727,1.0637727975845337,0.10953690978526073
201,-1.8805555555555555,1.3391203703703705,-1.7208333333333334,-2.2,0,1.245370626449585,0.10898922523633443
202,-1.8527777777777779,1.2608796296296296,-1.8055555555555556,-1.9472222222222222,0,1.1826261281967163,0.10844427911015277
203,-1.9259259259259258,1.2787037037037037,-1.995664739884393,-1.7583333333333333,-2.357142857142857,12.171113967895508,0.107902057714602
204,-1.9537037037037037,1.2475694444444445,-1.8588850174216027,-1.9083333333333334,-2.4383561643835616,1.5225852727890015,0.10736254742602899
205,-1.8694444444444445,1.1857638888888888,-1.7707390648567118,-1.9972222222222222,-2.210526315789474,1.2854773998260498,0.10682573468889885
206,-1.8037037037037038,1.099537037037037,-1.7486111111111111,-1.913888888888889,0,12.10714340209961,0.10629160601545436
207,-1.9148148148148147,1.146064814814815,-1.94364161849711,-1.8083333333333333,-2.5714285714285716,1.2340929508209229,0.10576014798537708
208,-1.8685185185185185,1.1409722222222223,-1.826086956521739,-1.7916666666666667,-2.2275862068965515,1.0125499963760376,0.1052313472454502
209,-1.8120370370370371,1.1914351851851852,-1.6176024279210925,-2.0722222222222224,-2.377049180327869,1.1652116775512695,0.10470519050922296
210,-1.776851851851852,1.1938657407407407,-1.7208333333333334,-1.8888888888888888,0,1.1362509727478027,0.10418166455667685
211,-1.8675925925925927,1.2798611111111111,-1.9472222222222222,-1.7083333333333333,0,1.032387137413025,0.10366075623389347
212,-1.9759259259259259,1.3590277777777777,-1.9768683274021353,-1.7722222222222221,-2.4367088607594938,1.0204089879989624,0.10314245245272399
213,-1.8509259259259259,1.2340277777777777,-1.7805755395683454,-1.7916666666666667,-2.2195121951219514,1.0625746250152588,0.10262674019046038
214,-1.837037037037037,1.2055555555555555,-1.6694444444444445,-2.172222222222222,0,1.419181227684021,0.10211360648950807
215,-1.7796296296296297,1.0712962962962962,-1.8083333333333333,-1.7222222222222223,0,12.585407257080078,0.10160303845706052
216,-1.9796296296296296,1.257986111111111,-1.9828125,-1.8916666666666666,-2.35,12.352612495422363,0.10109502326477522
217,-1.8407407407407408,1.1298611111111112,-1.778546712802768,-1.7916666666666667,-2.2183098591549295,1.3300273418426514,0.10058954814845135
218,-1.875,1.1618055555555555,-1.7361111111111112,-2.1527777777777777,0,1.287229061126709,0.10008660040770909
219,-1.7712962962962964,1.0739583333333333,-1.7722222222222221,-1.7694444444444444,0,1.0868369340896606,0.09958616740567054
220,-1.8805555555555555,1.1730324074074074,-1.9306625577812018,-1.7583333333333333,-2.0422535211267605,0.8649238348007202,0.09908823656864219
221,-1.9064814814814814,1.2103009259259259,-1.856637168141593,-1.8166666666666667,-2.296774193548387,1.4317587614059448,0.09859279538579897
