epoch,mean_reward,avg_wait,r_morning,r_off,r_evening
119,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
120,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
121,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
122,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
123,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
124,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
125,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
126,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
127,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
128,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
129,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
130,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
131,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
132,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
133,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
134,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
135,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
136,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
137,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
138,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
139,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
140,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
141,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
142,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
143,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
144,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
145,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
146,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
147,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
148,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
149,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
150,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
151,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
152,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
153,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
154,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
155,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
156,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
157,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
158,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
159,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
160,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
161,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
162,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
163,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
164,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
165,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
166,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
167,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
168,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
169,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
170,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
171,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
172,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
173,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
174,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
175,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
176,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
177,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
178,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
179,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
180,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
181,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
182,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
183,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
184,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
185,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
186,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
187,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
188,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
189,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
190,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
191,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
192,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
193,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
194,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
195,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
196,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
197,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
198,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
199,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
200,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
201,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
202,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
203,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
204,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
205,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
206,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
207,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
208,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
209,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
210,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
211,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
212,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
213,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
214,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
215,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
216,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
217,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
218,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
219,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
220,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
221,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
222,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
223,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
224,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
225,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
226,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
227,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
228,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
229,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
230,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
231,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
232,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
233,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
234,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
235,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
236,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
237,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
238,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
239,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
240,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
241,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
242,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
243,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
244,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
245,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
246,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
247,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
248,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
249,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
250,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
251,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
252,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
253,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
254,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
255,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
256,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
257,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
258,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
259,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
260,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
261,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
262,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
263,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
264,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
265,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
266,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
267,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
268,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
269,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
270,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
271,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
272,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
273,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
274,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
275,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
276,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
277,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
278,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
279,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
280,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
281,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
282,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
283,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
284,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
285,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
286,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
287,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
288,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
289,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
290,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
291,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
292,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
293,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
294,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
295,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
296,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
297,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
298,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
299,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
300,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
301,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
302,-5.911111111111111,15.291062801932368,-5.605555555555555,-4.983333333333333,-7.32063492063492
