epoch,mean_reward,r_morning,r_off,r_evening,pg_loss,v_loss,ood_size
50,-1.79537034034729,-1.8625,-1.6611111111111112,0,0.23594903945922852,501.0215148925781,1080
51,-1.9648147821426392,-1.9968404423380726,-1.7972222222222223,-2.425287356321839,1.9124757051467896,798.2134399414062,1080
52,-1.9194444417953491,-1.908273381294964,-1.7805555555555554,-2.2621951219512195,-0.523237943649292,844.5887451171875,1080
53,-1.8027777671813965,-1.6721311475409837,-1.9833333333333334,-2.2653061224489797,-0.05920804664492607,444.73272705078125,1080
54,-1.7629629373550415,-1.6847222222222222,-1.9194444444444445,0,-0.5258594751358032,481.4852600097656,1080
55,-1.8842592239379883,-1.948611111111111,-1.7555555555555555,0,0.7218427062034607,583.94677734375,1080
56,-1.9296296834945679,-1.9767441860465116,-1.7333333333333334,-2.2049689440993787,0.1262788474559784,809.7564697265625,0
57,-1.8620370626449585,-1.8246527777777777,-1.725,-2.3541666666666665,0.3943426311016083,519.2249145507812,1080
58,-1.7972222566604614,-1.6319444444444444,-2.1277777777777778,0,-0.2953093349933624,546.7650756835938,1080
59,-1.7768518924713135,-1.8222222222222222,-1.6861111111111111,0,-0.4512077867984772,556.175048828125,1080
60,-1.9379630088806152,-2.037325038880249,-1.6527777777777777,-2.4415584415584415,1.2194366455078125,647.7044067382812,1080
61,-1.8870370388031006,-1.8605072463768115,-1.7361111111111112,-2.2976190476190474,-0.957108736038208,872.0029907226562,1080
62,-1.8462963104248047,-1.728527607361963,-1.9916666666666667,-2.2058823529411766,0.15291643142700195,516.2069091796875,1080
63,-1.810185194015503,-1.7361111111111112,-1.9583333333333333,0,0.002944499719887972,508.6536560058594,1080
64,-1.875,-1.9388888888888889,-1.7472222222222222,0,-0.04485892131924629,528.9957885742188,0
65,-1.9101852178573608,-1.9126559714795008,-1.7222222222222223,-2.3270440251572326,1.2845749855041504,692.8208618164062,1080
66,-1.8509259223937988,-1.8447653429602888,-1.711111111111111,-2.174698795180723,0.23314210772514343,574.2761840820312,1080
67,-1.8675925731658936,-1.7333333333333334,-2.136111111111111,0,0.8215049505233765,540.076171875,1080
68,-1.8398147821426392,-1.863888888888889,-1.7916666666666667,0,0.4993140399456024,620.34912109375,1080
69,-1.9898147583007812,-2.0576923076923075,-1.8055555555555556,-2.4545454545454546,1.9708634614944458,625.7395629882812,1080
70,-1.8425925970077515,-1.8856624319419237,-1.5972222222222223,-2.224852071005917,0.26250123977661133,900.48193359375,0
71,-1.8777778148651123,-1.7424,-1.9777777777777779,-2.389473684210526,0.614231288433075,528.8909912109375,1080
72,-1.789814829826355,-1.6652777777777779,-2.0388888888888888,0,-0.36304906010627747,488.8530578613281,1080
73,-1.8675925731658936,-1.898611111111111,-1.8055555555555556,0,-0.08858692646026611,517.1526489257812,0
74,-1.9481481313705444,-1.9624573378839592,-1.7805555555555554,-2.3358208955223883,1.061213731765747,626.7944946289062,1080
75,-1.8018518686294556,-1.7517857142857143,-1.7305555555555556,-2.1375,-1.9561488628387451,770.2940673828125,1080
76,-1.7925926446914673,-1.6625,-2.0527777777777776,0,-0.728935182094574,472.8863220214844,1080
77,-1.7361111640930176,-1.7347222222222223,-1.738888888888889,0,-1.2603448629379272,518.4754638671875,1080
78,-1.849074125289917,-1.8848484848484848,-1.7027777777777777,-2.3333333333333335,-0.031703121960163116,628.4931030273438,1080
79,-1.8657407760620117,-1.8701067615658362,-1.7083333333333333,-2.2088607594936707,-1.6056245565414429,840.69482421875,1080
80,-1.7999999523162842,-1.702865761689291,-1.9305555555555556,-2.1052631578947367,-0.4338017702102661,477.39593505859375,1080
81,-1.729629635810852,-1.6611111111111112,-1.8666666666666667,0,-1.1248414516448975,510.58148193359375,1080
82,-1.8268518447875977,-1.875,-1.7305555555555556,0,0.13915932178497314,488.8929443359375,1080
83,-1.915740728378296,-1.9476439790575917,-1.761111111111111,-2.1700680272108843,0.03358956053853035,876.1651611328125,0
84,-1.809259295463562,-1.693053311793215,-1.9027777777777777,-2.1881188118811883,0.19664661586284637,531.3219604492188,1080
85,-1.7601852416992188,-1.6611111111111112,-1.9583333333333333,0,-0.2523539066314697,499.69976806640625,1080
86,-1.774999976158142,-1.8208333333333333,-1.6833333333333333,0,-0.07538436353206635,499.3397521972656,0
87,-1.8472222089767456,-1.8674911660777385,-1.7027777777777777,-2.1103896103896105,-0.8142793774604797,813.1217041015625,1080
88,-1.8259259462356567,-1.7912280701754386,-1.7166666666666666,-2.22,0.7486405968666077,510.89935302734375,1080
89,-1.7722222805023193,-1.6347222222222222,-2.047222222222222,0,0.23642896115779877,507.4766845703125,1080
90,-1.7407407760620117,-1.801388888888889,-1.6194444444444445,0,0.006508644670248032,522.737060546875,1080
91,-1.9092592000961304,-1.9641693811074918,-1.6972222222222222,-2.311320754716981,1.8391094207763672,744.0775756835938,1080
92,-1.8250000476837158,-1.8336283185840707,-1.6805555555555556,-2.129032258064516,-0.6790198087692261,765.566162109375,1080
93,-1.7657407522201538,-1.6555090655509066,-2.0,0.0,0.3382776081562042,485.3575439453125,1080
94,-1.7166666984558105,-1.7041666666666666,-1.7416666666666667,0,-0.10678412020206451,468.1404113769531,1080
95,-1.8509259223937988,-1.8805309734513274,-1.725,-2.4523809523809526,1.2629376649856567,603.1981811523438,1080
96,-1.8444443941116333,-1.875219683655536,-1.7027777777777777,-2.066225165562914,-0.43252697587013245,753.6556396484375,1080
97,-1.7814815044403076,-1.6731927710843373,-1.925,-2.142857142857143,0.6535887122154236,478.8348693847656,1080
98,-1.7388888597488403,-1.663888888888889,-1.8888888888888888,0,0.0928124487400055,486.6534118652344,1080
99,-1.8055555820465088,-1.8736111111111111,-1.6694444444444445,0,0.9118067026138306,545.7158813476562,1080
100,-1.8666666746139526,-1.8450704225352113,-1.738888888888889,-2.25,0.10533776134252548,797.6996459960938,0
101,-1.7481482028961182,-1.6485148514851484,-1.7861111111111112,-2.1578947368421053,0.1462508738040924,460.1803894042969,1080
102,-1.730555534362793,-1.601388888888889,-1.988888888888889,0,-0.007151074707508087,478.16961669921875,1080
103,-1.7712962627410889,-1.8,-1.7138888888888888,0,0.016330143436789513,526.3590087890625,0
104,-1.8407407999038696,-1.8324607329842932,-1.6888888888888889,-2.2448979591836733,0.25612765550613403,802.66455078125,0
105,-1.764814853668213,-1.75,-1.6333333333333333,-2.164285714285714,0.419575572013855,464.427490234375,1080
106,-1.689814805984497,-1.5347222222222223,-2.0,0,-0.38024935126304626,495.5789794921875,1080
107,-1.7138888835906982,-1.7402777777777778,-1.6611111111111112,0,-0.11520712077617645,472.2615966796875,1080
108,-1.8722221851348877,-1.8973063973063973,-1.711111111111111,-2.2142857142857144,1.5293161869049072,652.1961059570312,1080
109,-1.7805556058883667,-1.75929203539823,-1.65,-2.161290322580645,-0.733307957649231,655.58203125,1080
110,-1.724074125289917,-1.601388888888889,-1.9694444444444446,0,0.18664492666721344,451.056640625,1080
111,-1.7148147821426392,-1.7208333333333334,-1.7027777777777777,0,0.229773610830307,506.5830993652344,1080
112,-1.8240740299224854,-1.8346213292117466,-1.7277777777777779,-2.2054794520547945,1.357743263244629,600.5680541992188,1080
113,-1.8194444179534912,-1.7846975088967971,-1.725,-2.1582278481012658,-0.40509507060050964,736.6387939453125,1080
114,-1.7416666746139526,-1.604920405209841,-1.9972222222222222,-1.8275862068965518,0.43279093503952026,496.2102966308594,1080
115,-1.690740704536438,-1.6569444444444446,-1.7583333333333333,0,-0.09603171050548553,474.4768371582031,1080
116,-1.8194444179534912,-1.8610709117221418,-1.7083333333333333,-2.206896551724138,1.3961681127548218,582.1613159179688,1080
117,-1.8120369911193848,-1.7858407079646017,-1.6916666666666667,-2.1870967741935483,0.105622798204422,767.1950073242188,0
118,-1.7712962627410889,-1.6805555555555556,-1.8777777777777778,-2.0555555555555554,0.8100116848945618,495.1365661621094,1080
119,-1.6814814805984497,-1.5833333333333333,-1.8777777777777778,0,-0.10499779134988785,445.0473937988281,1080
120,-1.774999976158142,-1.8291666666666666,-1.6666666666666667,0,0.8964660167694092,610.5192260742188,1080
121,-1.8268518447875977,-1.8460207612456747,-1.6666666666666667,-2.1549295774647885,0.011790112592279911,750.921875,0
122,-1.7638888359069824,-1.6625194401244168,-1.8805555555555555,-2.064935064935065,0.7811956405639648,507.5238342285156,1080
123,-1.7064814567565918,-1.6236111111111111,-1.8722222222222222,0,0.2193576842546463,519.0436401367188,1080
124,-1.775925874710083,-1.8305555555555555,-1.6666666666666667,0,0.933523952960968,559.998291015625,1080
125,-1.7999999523162842,-1.8052173913043479,-1.6444444444444444,-2.1655172413793102,0.18427321314811707,760.053955078125,0
126,-1.7481482028961182,-1.6598746081504703,-1.8444444444444446,-2.0121951219512195,0.42389771342277527,486.5968322753906,1080
127,-1.6962963342666626,-1.5916666666666666,-1.9055555555555554,0,-0.31063634157180786,513.9185791015625,1080
128,-1.7879629135131836,-1.8347222222222221,-1.6944444444444444,0,0.8722744584083557,559.1974487304688,1080
129,-1.788888931274414,-1.761658031088083,-1.7166666666666666,-2.0851063829787235,0.28072741627693176,757.69384765625,0
130,-1.7314814329147339,-1.6533127889060093,-1.8111111111111111,-2.0422535211267605,0.1267773061990738,472.33331298828125,1080
131,-1.709259271621704,-1.6236111111111111,-1.8805555555555555,0,-0.026791561394929886,471.777587890625,1080
132,-1.7972222566604614,-1.848314606741573,-1.6777777777777778,-2.625,0.8716946840286255,560.176513671875,1080
133,-1.8074073791503906,-1.7762478485370052,-1.738888888888889,-2.115107913669065,0.28690481185913086,810.67041015625,0
134,-1.7675925493240356,-1.6421052631578947,-1.95,-2.090909090909091,0.48913535475730896,474.3568420410156,1080
135,-1.7166666984558105,-1.6458333333333333,-1.8583333333333334,0,-0.07209943234920502,540.3182983398438,1080
136,-1.7879629135131836,-1.836676217765043,-1.675,-2.090909090909091,0.7558776140213013,559.2360229492188,1080
137,-1.8166667222976685,-1.7843478260869565,-1.7027777777777777,-2.2275862068965515,-0.7849181890487671,825.81201171875,1080
138,-1.75,-1.6223880597014926,-1.9305555555555556,-2.16,0.23701290786266327,464.0880126953125,1080
139,-1.6888889074325562,-1.6444444444444444,-1.7777777777777777,0,-0.3808268904685974,498.5081481933594,1080
140,-1.809259295463562,-1.8414285714285714,-1.7138888888888888,-2.4,0.9096096158027649,517.1632690429688,1080
141,-1.8055555820465088,-1.7370242214532872,-1.7694444444444444,-2.176056338028169,-0.8641892671585083,829.6985473632812,1080
142,-1.750925898551941,-1.6377245508982037,-1.9333333333333333,-1.9423076923076923,0.1664159744977951,508.743408203125,1080
143,-1.6620370149612427,-1.5972222222222223,-1.7916666666666667,0,-0.6143868565559387,481.28338623046875,1080
144,-1.7916666269302368,-1.8232758620689655,-1.7083333333333333,-2.125,0.8230198621749878,604.2393798828125,1080
145,-1.7685185670852661,-1.7283737024221453,-1.6777777777777778,-2.1619718309859155,-1.322097897529602,753.4637451171875,1080
146,-1.749074101448059,-1.6343612334801763,-1.9555555555555555,-1.8461538461538463,0.3100094795227051,494.3084411621094,1080
147,-1.6759259700775146,-1.6805555555555556,-1.6666666666666667,0,-0.5118571519851685,547.177001953125,1080
148,-1.8212963342666626,-1.87039764359352,-1.6833333333333333,-2.2195121951219514,1.184553861618042,627.6965942382812,1080
149,-1.7712962627410889,-1.7676419965576593,-1.6722222222222223,-2.0431654676258995,-1.1419748067855835,756.173095703125,1080
150,-1.775925874710083,-1.640625,-2.047222222222222,-1.625,0.6334267854690552,513.2217407226562,1080
151,-1.6814814805984497,-1.636111111111111,-1.7722222222222221,0,-0.4133870005607605,461.5664367675781,1080
152,-1.8268518447875977,-1.8660578386605784,-1.7027777777777777,-2.126984126984127,1.2848562002182007,593.3839111328125,1080
153,-1.7638888359069824,-1.7370242214532872,-1.6694444444444445,-2.112676056338028,-1.1765397787094116,742.5975341796875,1080
154,-1.7287037372589111,-1.6027777777777779,-1.9805555555555556,0,0.24117761850357056,505.5764465332031,1080
155,-1.6351852416992188,-1.6527777777777777,-1.6,0,-0.7816889882087708,499.168701171875,1080
156,-1.8231481313705444,-1.8500772797527048,-1.7,-2.191780821917808,1.1980435848236084,588.9671630859375,1080
157,-1.7629629373550415,-1.7110726643598615,-1.6805555555555556,-2.183098591549296,-1.092096209526062,741.3209228515625,1080
158,-1.7194443941116333,-1.586111111111111,-1.9861111111111112,0,0.06615658104419708,453.1233825683594,1080
159,-1.6787036657333374,-1.7055555555555555,-1.625,0,-0.2537692189216614,503.82952880859375,1080
160,-1.8231481313705444,-1.8740279937791602,-1.6527777777777777,-2.1948051948051948,1.4211468696594238,638.7852783203125,1080
161,-1.7824074029922485,-1.789198606271777,-1.6305555555555555,-2.1301369863013697,-0.6588432192802429,756.0064086914062,1080
162,-1.7222222089767456,-1.5694444444444444,-2.0277777777777777,0,0.3873414993286133,479.0608215332031,1080
163,-1.6425925493240356,-1.6416666666666666,-1.6444444444444444,0,-0.30337581038475037,450.4273376464844,1080
164,-1.8462963104248047,-1.8792569659442724,-1.7027777777777777,-2.2567567567567566,1.8149101734161377,618.0830688476562,1080
165,-1.7435184717178345,-1.7234782608695651,-1.6194444444444445,-2.1310344827586207,-0.8834025263786316,741.9310302734375,1080
166,-1.7722222805023193,-1.6356050069541028,-2.05,0.0,1.1970183849334717,527.5487060546875,1080
167,-1.689814805984497,-1.6819444444444445,-1.7055555555555555,0,0.3366760313510895,529.5908203125,1080
168,-1.82962965965271,-1.882262996941896,-1.6527777777777777,-2.272727272727273,1.7771201133728027,608.2372436523438,1080
169,-1.7851852178573608,-1.7600700525394046,-1.6777777777777778,-2.140939597315436,-0.39088186621665955,776.7310180664062,1080
170,-1.7537037134170532,-1.6398852223816356,-1.9527777777777777,-2.0869565217391304,0.8067916035652161,481.6219787597656,1080
171,-1.6740740537643433,-1.6375,-1.7472222222222222,0,0.06187544763088226,518.0347900390625,1080
172,-1.8527777194976807,-1.9097525473071324,-1.6916666666666667,-2.4242424242424243,1.9204223155975342,651.5848388671875,1080
173,-1.8222222328186035,-1.817543859649123,-1.6722222222222223,-2.2,-0.23408544063568115,754.3099365234375,1080
174,-1.7370370626449585,-1.61203007518797,-1.9,-2.1818181818181817,0.4652632474899292,456.3435974121094,1080
175,-1.70462965965271,-1.6388888888888888,-1.836111111111111,0,-0.0022280048578977585,470.5232238769531,1080
176,-1.7916666269302368,-1.8649025069637883,-1.6472222222222221,-1.5,0.9173852801322937,612.17578125,1080
177,-1.8240740299224854,-1.7989417989417988,-1.7305555555555556,-2.1372549019607843,-0.09866402298212051,827.5873413085938,0
178,-1.7925926446914673,-1.7062600321027288,-1.8694444444444445,-2.0618556701030926,0.6615409851074219,561.4776611328125,1080
179,-1.6925926208496094,-1.5805555555555555,-1.9166666666666667,0,-0.6031658053398132,490.0672912597656,1080
180,-1.7722222805023193,-1.8152777777777778,-1.6861111111111111,0,-0.05877126380801201,513.1221923828125,0
181,-1.8425925970077515,-1.8714788732394365,-1.6666666666666667,-2.151315789473684,-0.07709573954343796,807.0327758789062,0
182,-1.7611111402511597,-1.6821305841924399,-1.7222222222222223,-2.1956521739130435,0.025657355785369873,504.7744140625,1080
183,-1.725000023841858,-1.5763888888888888,-2.022222222222222,0,-0.29123684763908386,473.259033203125,1080
184,-1.7527778148651123,-1.7805555555555554,-1.6972222222222222,0,0.005405766889452934,493.45977783203125,1080
185,-1.899999976158142,-1.9046822742474916,-1.7444444444444445,-2.3360655737704916,1.6269298791885376,693.0716552734375,1080
186,-1.7824074029922485,-1.7540106951871657,-1.6472222222222221,-2.188679245283019,-1.1936920881271362,701.9472045898438,1080
187,-1.7611111402511597,-1.6152777777777778,-2.0527777777777776,0,0.270537793636322,558.7448120117188,1080
188,-1.7129629850387573,-1.7194444444444446,-1.7,0,-0.2487996369600296,448.23406982421875,1080
189,-1.875,-1.8974358974358974,-1.7583333333333333,-2.3508771929824563,1.6096270084381104,715.7725830078125,1080
190,-1.8231481313705444,-1.8274647887323943,-1.675,-2.1578947368421053,-0.7201613783836365,800.419921875,1080
191,-1.7722222805023193,-1.6466275659824048,-1.9694444444444446,-2.1578947368421053,0.530251681804657,458.2221374511719,1080
192,-1.6879630088806152,-1.6444444444444444,-1.775,0,-0.37875327467918396,504.9359436035156,1080
193,-1.8398147821426392,-1.9138418079096045,-1.675,-2.4166666666666665,1.326608419418335,630.4179077148438,1080
194,-1.8185185194015503,-1.8180212014134276,-1.6861111111111111,-2.1298701298701297,-0.016533903777599335,790.4920043945312,0
195,-1.790740728378296,-1.7168,-1.8472222222222223,-2.0631578947368423,0.8134962916374207,541.3889770507812,1080
196,-1.710185170173645,-1.6125,-1.9055555555555554,0,-0.050683747977018356,485.076904296875,1080
197,-1.7814815044403076,-1.85,-1.6444444444444444,0,0.018587470054626465,522.8558959960938,0
198,-1.7999999523162842,-1.8063943161634104,-1.636111111111111,-2.1528662420382165,-0.6782475709915161,791.1874389648438,1080
199,-1.7916666269302368,-1.7543859649122806,-1.6916666666666667,-2.1733333333333333,0.8468090891838074,483.78076171875,1080
200,-1.7324074506759644,-1.5763888888888888,-2.0444444444444443,0,0.23096056282520294,440.6451416015625,1080
201,-1.7259259223937988,-1.7430555555555556,-1.6916666666666667,0,0.21421614289283752,449.6024475097656,1080
202,-1.8527777194976807,-1.9176090468497577,-1.6277777777777778,-2.257425742574257,1.324713945388794,622.6722412109375,1080
203,-1.8018518686294556,-1.7646017699115044,-1.6777777777777778,-2.225806451612903,-0.8942446708679199,725.6415405273438,1080
204,-1.8231481313705444,-1.7251051893408134,-2.0305555555555554,-1.1428571428571428,1.0077738761901855,481.8512268066406,1080
205,-1.6824073791503906,-1.6708333333333334,-1.7055555555555555,0,-0.5752770900726318,522.1611328125,1080
206,-1.8333333730697632,-1.8841010401188707,-1.6805555555555556,-2.276595744680851,1.0615036487579346,629.5440673828125,1080
207,-1.7324074506759644,-1.7012302284710017,-1.6388888888888888,-2.0728476821192054,-1.9582170248031616,882.9422607421875,1080
208,-1.7611111402511597,-1.6231454005934718,-1.988888888888889,-2.0,0.14180248975753784,519.3778076171875,1080
209,-1.6888889074325562,-1.6194444444444445,-1.8277777777777777,0,-0.7548227310180664,476.6838073730469,1080
210,-1.8064814805984497,-1.8855932203389831,-1.6333333333333333,-2.3333333333333335,0.6320258975028992,575.038330078125,1080
211,-1.75,-1.7531083481349912,-1.6083333333333334,-2.0636942675159236,0.020926808938384056,884.2159423828125,0
212,-1.744444489479065,-1.6432,-1.8388888888888888,-2.0526315789473686,-0.20796000957489014,464.5174865722656,1080
213,-1.703703761100769,-1.5583333333333333,-1.9944444444444445,0,-0.5731309056282043,524.6319580078125,1080
214,-1.7925926446914673,-1.8555555555555556,-1.6666666666666667,0,0.426373153924942,492.0812072753906,1080
215,-1.8231481313705444,-1.8515901060070672,-1.6472222222222221,-2.1298701298701297,0.02437383309006691,803.6190795898438,0
216,-1.7629629373550415,-1.6913793103448276,-1.7166666666666666,-2.1785714285714284,0.24441401660442352,482.23638916015625,1080
217,-1.7537037134170532,-1.5875,-2.0861111111111112,0,0.12341918051242828,509.29351806640625,1080
218,-1.7462962865829468,-1.7791666666666666,-1.6805555555555556,0,0.037957414984703064,467.80316162109375,1080
219,-1.860185146331787,-1.9181669394435352,-1.6916666666666667,-2.091743119266055,1.4086050987243652,612.8474731445312,1080
220,-1.7722222805023193,-1.732394366197183,-1.6666666666666667,-2.1710526315789473,-1.1000045537948608,714.9649658203125,1080
221,-1.7546296119689941,-1.6347222222222222,-1.9944444444444445,0,0.3825167119503021,456.7171936035156,1080
222,-1.6629629135131836,-1.676388888888889,-1.636111111111111,0,-0.5677027106285095,487.8037109375,1080
223,-1.8185185194015503,-1.8780487804878048,-1.6388888888888888,-2.21875,1.1346505880355835,571.2684936523438,1080
224,-1.8046296834945679,-1.7734513274336283,-1.7083333333333333,-2.141935483870968,-0.6038863062858582,870.9244995117188,1080
225,-1.789814829826355,-1.6838235294117647,-1.9305555555555556,-2.325,0.998131513595581,474.7147521972656,1080
226,-1.6685185432434082,-1.6180555555555556,-1.7694444444444444,0,-0.34229815006256104,467.9483337402344,1080
227,-1.8074073791503906,-1.8549295774647887,-1.7027777777777777,-2.2,1.2770099639892578,579.381591796875,1080
228,-1.8046296834945679,-1.7785588752196837,-1.675,-2.2119205298013247,0.018447285518050194,814.4700317382812,0
229,-1.7435184717178345,-1.6470588235294117,-1.8138888888888889,-2.131868131868132,0.5817738771438599,490.818359375,1080
230,-1.7259259223937988,-1.6388888888888888,-1.9,0,0.38088667392730713,542.3755493164062,1080
231,-1.7629629373550415,-1.7833333333333334,-1.7222222222222223,0,0.8346749544143677,555.164306640625,1080
232,-1.8657407760620117,-1.8875219683655535,-1.7027777777777777,-2.172185430463576,-0.01576913893222809,810.5254516601562,0
233,-1.7481482028961182,-1.7096774193548387,-1.7138888888888888,-2.015267175572519,0.48886746168136597,494.3452453613281,1080
234,-1.7157407999038696,-1.5791666666666666,-1.988888888888889,0,0.15706434845924377,520.0338134765625,1080
235,-1.7398147583007812,-1.7916666666666667,-1.636111111111111,0,-0.002471995772793889,552.1994018554688,0
236,-1.8481481075286865,-1.898972602739726,-1.65,-2.1544117647058822,1.4089034795761108,630.7882690429688,1080
237,-1.7842592000961304,-1.7530647985989491,-1.6805555555555556,-2.1543624161073827,-0.33146408200263977,626.0245971679688,1080
238,-1.7361111640930176,-1.5888888888888888,-2.0305555555555554,0,0.051490671932697296,475.1998291015625,1080
239,-1.7314814329147339,-1.788888888888889,-1.6166666666666667,0,-0.13479968905448914,529.9216918945312,1080
240,-1.8185185194015503,-1.8666666666666667,-1.6333333333333333,-2.1714285714285713,0.8635595440864563,614.8511962890625,1080
241,-1.7666666507720947,-1.702276707530648,-1.6888888888888889,-2.2013422818791946,-1.3151830434799194,770.6224365234375,1080
242,-1.7379629611968994,-1.5805555555555555,-2.0527777777777776,0,-0.0662829652428627,511.76806640625,1080
243,-1.7000000476837158,-1.7444444444444445,-1.6111111111111112,0,-0.513654351234436,554.6555786132812,1080
244,-1.8462963104248047,-1.877388535031847,-1.675,-2.3043478260869565,1.1725236177444458,683.2092895507812,1080
